ChartSource,Season,Japanese Title,Romaji Title,English Title,Additional Titles,Medium,Continuing,Summary,Tags,StartDate,Episodes,Images,Studios,Amazon,Amazon Instant Video Us,Anidb,Anilist,Anime-Planet,Anisearch,Comic Festa Anime Zone,Crunchyroll,Funimation,Hulu,Kitsu,Mal,Mal2,Netflix,Official Site,Official Site2,Preview,Twitter,Twitter2,Website,Youtube,Youtube2
Livechart (2185),Spring-2018,ご注文はうさぎですか?? ~Dear My Sister~,Gochuumon wa Usagi Desu ka?? Dear My Sister,Is the Order a Rabbit?? Dear My Sister,"Is the order a rabbit? Second Season, Gochuumon wa Usagi Desu ka? 2",,False,"(From Livechart)
No synopsis has been added to this title.","Comedy, Slice of Life",30/05/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2185/e23512c447348b3c27491704ed04d9ea:small.jpg,production doA,,,http://anidb.net/a12118,,http://www.anime-planet.com/anime/is-the-order-a-rabbit-dear-my-sister,https://www.anisearch.com/anime/11475,,,,,https://kitsu.io/anime/12138,https://myanimelist.net/anime/33280,,,,,https://www.youtube.com/watch?v=jiXcyCunLSk,https://twitter.com/usagi_anime,,http://www.gochiusa.com/ova/index.html,,
Livechart (2950),Spring-2018,劇場フルメタル・パニック! 第3部：「イントゥ・ザ・ブルー」編,Full Metal Panic! Movie 3: Into The Blue,,Full Metal Panic! Director's Cut,,False,"(From Livechart)
A three-part ""director's cut"" version of the first Fullmetal Panic! television anime series.","Action, Mecha, Military, Sci-Fi",25/04/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2950/048c3944be0e8c97926b2f9ad6f82884.png:small.jpg,Gonzo,,,http://anidb.net/a13472,,,https://www.anisearch.com/anime/12815,,,,,,https://myanimelist.net/anime/36344,,,,,https://www.youtube.com/watch?v=z8bJ3ZD_Do8,https://twitter.com/fullmeta_iv,,http://fullmeta-iv.com/movie/,,
Livechart (2600),Spring-2018,特別版 Free!-Take Your Marks-,Free! Take Your Marks,,Free! – Iwatobi Swim Club,,False,"(From Livechart)
Sequel to the Free! -Timeless Medley- compilation films. The story takes place in March, with Haruka dealing with graduation from high school. It depicts four stories set in the days of early spring, before the characters advance to the next starting blocks of their futures, and what lies ahead.
(Source: Anime News Network)","School, Slice of Life, Sports",18/04/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2600/002b26d38884f379a759c29ce8dc162b.png:small.jpg,KyoAni,,,http://anidb.net/a12996,,http://www.anime-planet.com/anime/free-take-your-marks,https://www.anisearch.com/anime/12592,,,,,https://kitsu.io/anime/12549,https://myanimelist.net/anime/35198,,,,,https://www.youtube.com/watch?v=8TiZ_-Zd98M,https://twitter.com/iwatobi_sc,,http://tym.iwatobi-sc.com,,
Livechart (2304),Spring-2018,ガールズ＆パンツァー 最終章 第1話,Girls und Panzer: Saishuushou 1,Girls und Panzer das Finale Part 1,"Girls & Panzer Movie, Gekijouban Girls und Panzer, Girls and Panzer Movie, Girls und Panzer Movie, Girls und Panzer: The Final Chapter",,False,"(From Livechart)
First of six films.","Military, School",23/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2304/504a028d55c02cda91f6246cf8679bd0:small.jpg,Actas,,,http://anidb.net/a12361,,http://www.anime-planet.com/anime/girls-und-panzer-saishuushou,https://www.anisearch.com/anime/11767,,,,,https://kitsu.io/anime/12628,https://myanimelist.net/anime/33970,,,,,https://www.youtube.com/watch?v=0DobU1qH440,https://twitter.com/garupan,,http://girls-und-panzer.jp,,
Livechart (2718),Spring-2018,Midnight Crazy Trail,Midnight Crazy Trail,,Anime Tamago 2018,,False,"(From Livechart)
Shout and Crunchy are ""trash throw away-ers"" who work in the dead of night. Makina is a 16-year-old witch who has come to the world of humans and to London to study for one year about how to become a proper bride. But Makina searches for Shout and Crunchy, and begs them to throw away her ""Witch's Book."" Truthfully, Makina wants to quit being a witch and become a normal girl, and the book is just a hindrance. But the book is not something one can simply just throw away.
(Source: Anime News Network)",Tags TBD,10/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2718/5c2eb2f3c601a392fc523917c0eae8e7.png:small.jpg,Picona Creative Studio,,,http://anidb.net/a13214,,http://www.anime-planet.com/anime/midnight-crazy-trail,https://www.anisearch.com/anime/12927,,,,,https://kitsu.io/anime/13978,https://myanimelist.net/anime/35683,,,,,https://www.youtube.com/watch?v=kOfmMkxStz0,,,http://animetamago.jp,,
Livechart (2966),Spring-2018,かくりよの宿飯（やどめし）,Kakuriyo no Yadomeshi,Afterlife Inn Cooking,Making a Living at an Inn in the Afterlife,,False,"(From Livechart)
The series centers on a female college student named Aoi, who inherited the ability to see spirits from her late grandfather. Aoi prides herself on her cooking, and one day she's feeding some agricultural spirits when suddenly a god and the master of the ""Tenshinya"" (Heavenly Inn) appears and takes Aoi away. He says that due to her grandfather's debts, she must become his bride. Aoi hates this idea and instead declares that she will pay back her grandfather's debt by working at the Tenshinya.
(Source: Anime News Network)","Demons, Supernatural",02/04/2018 21:30 +0900,0,https://u.livechart.me/anime/poster_images/2966/41a3471f0a90e2daa2bece5727a018e3:small.jpg,Gonzo,,,http://anidb.net/a13564,,http://www.anime-planet.com/anime/kakuriyo-no-yadomeshi,https://www.anisearch.com/anime/12976,,,,,https://kitsu.io/anime/40580,https://myanimelist.net/anime/36754,,,,,https://www.youtube.com/watch?v=9ZMHM6KHR1g,https://twitter.com/kakuriyo_anime,,http://kakuriyo-anime.com,,
Livechart (2654),Spring-2018,一人之下 THE OUTCAST 2,Hitori no Shita: The Outcast 2,,,,False,"(From Livechart)
In the first season, the protagonist, Chou Soran, hiding that he is an “outsider” (someone able to use special abilities) encounters a mysterious girl named Fuu Houhou who holds the secret of eternal life. Together, they will enter the Raten Tournament where they will try to solve the mysteries related to them.
The second season marks the beginning of the fighting tournament between Outsiders while mysteries will gradually be unveiled and new characters will appear.
(Source: Crunchyroll)","Action, Supernatural, Super Power",01/04/2018 00:00 +0900,24,https://u.livechart.me/anime/poster_images/2654/972ec0b9fec8fb113ce2854a1c3331cb:small.jpg,Emon,,,http://anidb.net/a13068,,http://www.anime-planet.com/anime/hitori-no-shita-the-outcast-2nd-season,https://www.anisearch.com/anime/12466,,http://www.crunchyroll.com/hitori-no-shita-the-outcast,,,https://kitsu.io/anime/13885,https://myanimelist.net/anime/35333,,,,,https://www.youtube.com/watch?v=6i-IY8lW4yo,https://twitter.com/hitorinoshita,,http://hitorinoshita2.com,,
Livechart (3054),Spring-2018,七つの美徳,Nanatsu no Bitoku Specials,The Seven Heavenly Virtues Specials,7 Virtues,,False,"(From Livechart)
Unaired episodes included with the Blu-ray/DVD release of the series.","Ecchi, Fantasy",27/04/2018 00:00 +0900,2,https://u.livechart.me/anime/poster_images/3054/dcaeb499dcf06a6233bccf51f009353a.png:small.jpg,Bridge,,,http://anidb.net/a13599,,http://www.anime-planet.com/anime/the-seven-heavenly-virtues-specials,https://www.anisearch.com/anime/13061,,,,,,https://myanimelist.net/anime/37172,,,,,,https://twitter.com/hj_7_virtues,,http://7-virtues.net/anime/,,
Livechart (3012),Spring-2018,キャプテン翼 (2018),Captain Tsubasa (2018),Captain Tsubasa: The New Series,,,False,"(From Livechart)
Captain Tsubasa is the passionate story of an elementary school student whose thoughts and dreams revolve almost entirely around the love of soccer. 11-year-old Tsubasa Oozora started playing soccer at a very young age, and while it was mostly just a recreational sport for his friends, for him, it developed into something of an obsession.
In order to pursue his dream to the best of his elementary school abilities, Tsubasa moves with his mother to Nankatsu city, which is well-known for its excellent elementary school soccer teams. But although he was easily the best in his old town, Nankatsu has a lot more competition, and he will need all of his skill and talent in order to stand out from this new crowd.
He encounters not only rivals, but also new friends like the pretty girl Sanae Nakazawa and the talented goalkeeper, Genzo Wakabayashi, who shares the same passion as Tsubasa, and will prove to be a treasured friend in helping him push towards his dreams. Representing Japan in the FIFA World Cup is Tsubasa’s ultimate dream, but it will take a lot more than talent to reach it.
(Source: MyAnimeList)","Action, Shounen, Sports",03/04/2018 01:35 +0900,52,https://u.livechart.me/anime/poster_images/3012/88f8fbb6c80a8fcf79e5993a07672135:small.jpg,David Production,,,http://anidb.net/a13655,,http://www.anime-planet.com/anime/captain-tsubasa-2018,https://www.anisearch.com/anime/13102,,,,,https://kitsu.io/anime/14182,https://myanimelist.net/anime/36934,,,,,https://www.youtube.com/watch?v=uUK4zTkcz1U,https://twitter.com/tsubasa_news,,http://www.tv-tokyo.co.jp/anime/captaintsubasa2018/,,
Livechart (2579),Spring-2018,劇場版 響け！ユーフォニアム～届けたいメロディ～,Hibike! Euphonium Movie: Todoketai Melody,Sound! Euphonium Movie: May the Melody Reach You!,"Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso, Sound! Euphonium Movie 2",,False,"(From Livechart)
'Flashback' film looking back at the second season of the TV anime.","Drama, Music, School",07/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2579/87abb56184a5da46f87690b297dfff18.png:small.jpg,KyoAni,,,http://anidb.net/a12962,,http://www.anime-planet.com/anime/hibike-euphonium-movie-2-todoketai-melody,https://www.anisearch.com/anime/12303,,,,,https://kitsu.io/anime/13233,https://myanimelist.net/anime/35082,,,,,https://www.youtube.com/watch?v=qnOa2TFXWRY,https://twitter.com/anime_eupho,,http://anime-eupho.com,,
Livechart (436),Spring-2018,銀河英雄伝説 Die Neue These 邂逅,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,The Legend of the Galactic Heroes: The New Thesis - Encounter,Legend of the Galactic Heroes: The New Thesis - Star-Crossed,,False,"(From Livechart)
In humanity's distant future, two interstellar states—the monarchic Galactic Empire and the democratic Free Planets Alliance—are embroiled in a never-ending war. The story focuses on the exploits of rivals Reinhard von Müsel and Yang Wen Li as they rise to power and fame in the Galactic Empire and the Free Planets Alliance.
(Source: Wikipedia)","Action, Adventure, Drama, Sci-Fi, Space",03/04/2018 20:00 +0900,12,https://u.livechart.me/anime/poster_images/436/dfbe24a96f1f1ebf36b069bd204ac1eb:small.jpg,Production I.G,,,http://anidb.net/a11495,,http://www.anime-planet.com/anime/legend-of-the-galactic-heroes-2017,https://www.anisearch.com/anime/10688,,,,,https://kitsu.io/anime/11331,https://myanimelist.net/anime/31433,,,,,https://www.youtube.com/watch?v=lXEm5aaWHgI,https://twitter.com/gineidenanime,,http://gineiden-anime.com,,
Livechart (3094),Spring-2018,甘い懲罰～私は看守専用ペット,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,Sweet Punishment,"Amai Choubatsu ~ Watashi wa Kanshu Sen'you Pet, Amai Choubatsu: Watashi wa Kanshu Sen'you Pet, Amai Choupatsu: Watashi wa Kanshuu Senyou Pet",,False,"(From Livechart)
The story is set in a prison in the near future. It revolves around Hina Saotome, imprisoned despite her innocence, and the elegant yet sadistic guard Aki Myojin. Hina's heart and body are at the mercy of Myojin's ""heartless yet sweet domination"" from physical examinations to lovers' prison visits. The subtitle of the original manga's title translates as ""I Am the Guard's Private Pet.""
(Source: Anime News Network)","Ecchi, Romance",02/04/2018 12:00 +0900,0,https://u.livechart.me/anime/poster_images/3094/1f4a404ed4b5063d6c33f6173e8e2f97.png:small.jpg,Magic Bus,,,http://anidb.net/a13806,,http://www.anime-planet.com/anime/amai-choubatsu-watashi-wa-kanshu-senyou-pet,https://www.anisearch.com/anime/13335,https://anime.iowl.jp/video_titles/65,,,,https://kitsu.io/anime/41014,https://myanimelist.net/anime/37320,,,,,https://www.youtube.com/watch?v=wCerdynOFxw,https://twitter.com/ComicFestaAnime,,https://kanshu.cf-anime.com,,
Livechart (2203),Spring-2018,劇場版 はいからさんが通る 前編 ～紅緒、花の17歳～,"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai","Here Comes Miss Modern Movie 1: Benio, Radiant 17-Year-Old","Here Comes Ms. Modern Movie, Mademoiselle Anne Movie, Haikara-san Passes Movie, Here Comes Miss High-Collar Movie, Haikara-san ga Toru Movie, Here Comes Miss Modern Movie 1: Benio, Hana no 17-sai.",,False,"(From Livechart)
The manga is set in Tokyo in the Taishō era (1912-1926). The story follows Benio ""Haikara-san"" Hanamura, who lost her mother when she was very young and has been raised by her father, a high-ranking official in the Japanese army. As a result, she has grown into a tomboy -- contrary to traditional Japanese notions of femininity, she studies kendo, drinks sake, dresses in often outlandish-looking Western fashions instead of the traditional kimono, and is not as interested in housework as she is in literature. She also rejects the idea of arranged marriages and believes in a woman's right to a career and to marry for love.
Haikara-san's best friends are the beautiful Tamaki, who is much more feminine than Haikara-san but equally interested in women's rights, and Ranmaru, a young man who was raised to play female roles in the kabuki theater and as a result has acquired very effeminate mannerisms. Haikara-san's betrothed is Shinobu Ijūin, a second lieutenant in the army.
(Source: Anime News Network)","Comedy, Drama, Historical, Romance, Shoujo",25/04/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2203/7cf2d092fd0eb1770d28a059a8767625:small.jpg,Nippon Animation,,,http://anidb.net/a12149,,http://www.anime-planet.com/anime/haikara-san-ga-tooru-movie,https://www.anisearch.com/anime/11483,,,,,https://kitsu.io/anime/12233,https://myanimelist.net/anime/33378,,,,,https://www.youtube.com/watch?v=2VZfapNOKxU,https://twitter.com/haikara_anime,,http://haikarasan.net,,
Livechart (3050),Spring-2018,ゲゲゲの鬼太郎,Gegege no Kitarou,,,,False,"(From Livechart)
The stories center on an inhuman boy who straddles the line between the human and supernatural worlds.
(Source: Anime News Network)","Comedy, Demons, Shounen, Supernatural",01/04/2018 09:00 +0900,0,https://u.livechart.me/anime/poster_images/3050/b5ab9b01a0d2272f877087c62b2ec792.png:small.jpg,Toei Animation,,,http://anidb.net/a13742,,http://www.anime-planet.com/anime/gegege-no-kitarou,https://www.anisearch.com/anime/13262,,,,,https://kitsu.io/anime/14246,https://myanimelist.net/anime/37140,,,,,https://www.youtube.com/watch?v=7JqbHc9Polo,https://twitter.com/kitaroanime50th,,http://www.toei-anim.co.jp/kitaro/,,
Livechart (2489),Spring-2018,Lostorage conflated WIXOSS,Lostorage conflated WIXOSS,,,,False,"(From Livechart)
No synopsis has been added to this title.","Game, Psychological",07/04/2018 12:30 +0900,0,https://u.livechart.me/anime/poster_images/2489/239ac228775e0292c407762b72eccc59:small.jpg,J.C.Staff,,,http://anidb.net/a12686,,http://www.anime-planet.com/anime/lostorage-conflated-wixoss,https://www.anisearch.com/anime/12716,,,,,https://kitsu.io/anime/13720,https://myanimelist.net/anime/34607,,,,,https://www.youtube.com/watch?v=Dg7qpy3MSDs,https://twitter.com/wixoss_anime,,http://lostorage-wixoss.com,,
Livechart (2653),Spring-2018,TO BE HEROING,To Be Heroing,,"2B Hero, To Be Hero 2",,False,"(From Livechart)
Handsome, divorced and with a teen daughter living with him, our hero is a “bad father” who works as a toilet seat designer. One day, as he was on the toilet, he finds himself sucked into the toilet seat and is given the important task of saving the planet. The price for being a super hero is quite huge: this good-looking guy is transformed into an ugly dude…with super power! To protect the Earth and his daughter Min, his fight is about to begin…
(Source: Emon)","Action, Comedy, Parody, Super Power",19/05/2018 20:00 +0900,7,https://u.livechart.me/anime/poster_images/2653/5ee9d5c1171db459e7ce568e0431c614:small.jpg,Haoliners Animation,,,http://anidb.net/a12939,,http://www.anime-planet.com/anime/to-be-hero-2nd-season,https://www.anisearch.com/anime/13510,,,,,https://kitsu.io/anime/40592,https://myanimelist.net/anime/35044,,,,,https://www.dailymotion.com/video/x6ce873,https://twitter.com/to_be_hero,,http://tobe-hero.com,,
"Livechart (3024), Livechart (3024)",Spring-2018,伊藤潤二『コレクション』 「富江」,Itou Junji: Collection - Tomie,Junji Ito Collection - Tomie,"Itou Junji: Collection OVA, Itou Junji: Collection Specials",,False,"(From Livechart)
Unaired episodes included with the second and third DVD sets of the TV anime.
--
Tomie Kawakami is a femme fatale with long black hair and a beauty mark just under her left eye. She can seduce nearly any man, and drive them to murder as well, even though the victim is often Tomie herself. While one lover seeks to keep her for himself, another grows terrified of the immortal succubus. But soon they realize no matter how many times they kill her, the world will never be free of Tomie.
(Source: VIZ Media)
(From Livechart)
Unaired episodes included with the second and third DVD sets of the TV anime.
--
Tomie Kawakami is a femme fatale with long black hair and a beauty mark just under her left eye. She can seduce nearly any man, and drive them to murder as well, even though the victim is often Tomie herself. While one lover seeks to keep her for himself, another grows terrified of the immortal succubus. But soon they realize no matter how many times they kill her, the world will never be free of Tomie.
(Source: VIZ Media)","Horror, Mystery, Psychological",25/05/2018 00:00 +0900,2,https://s.livechart.me/assets/default-anime-poster-large-c5f287703c9eed08c480cef5f6aee22b139f6f4bcdfe771056b174ae414a6162.jpg,Studio Deen,,,http://anidb.net/a13385,,,https://www.anisearch.com/anime/12745,,,,,https://kitsu.io/anime/14130,https://myanimelist.net/anime/36992,,,,,https://www.youtube.com/watch?v=HokQmZz2y1Y,https://twitter.com/itojunji_anime,,http://itojunji-anime.com,,
Livechart (2755),Spring-2018,弱虫ペダル GLORY LINE,Yowamushi Pedal: Glory Line,,Yowamushi Pedal 4th Season,,False,"(From Livechart)
Fourth season of ""Yowamushi Pedal.""","Comedy, Drama, Shounen, Sports",03/04/2018 02:05 +0900,25,https://u.livechart.me/anime/poster_images/2755/051791b1b0f8509734ad7634d4000711:small.jpg,TMS Entertainment,,,http://anidb.net/a13245,,http://www.anime-planet.com/anime/yowamushi-pedal-4th-season,https://www.anisearch.com/anime/12601,,http://www.crunchyroll.com/yowamushi-pedal-new-generation,,,https://kitsu.io/anime/13594,https://myanimelist.net/anime/35789,,,,,https://www.youtube.com/watch?v=FAP1DMqnPsc,https://twitter.com/yowapeda_anime,,http://yowapeda.com,,
Livechart (2614),Spring-2018,バチカン奇跡調査官 OVA,Vatican Kiseki Chousakan OVA,Vatican Miracle Examiner OVA,,,False,"(From Livechart)
A flyer from the AnimeJapan 2017 event revealed that the television anime adaptation of Vatican Miracle Examiner (Vatican Kiseki Chousakan) mystery novel series will have 12 episodes and one OVA.
(Source: Anime News Network)","Drama, Mystery, Shounen, Supernatural",11/04/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2614/aba7112ffea48f8b04e7e4338db85f4d.png:small.jpg,J.C.Staff,,,http://anidb.net/a13271,,http://www.anime-planet.com/anime/vatican-kiseki-chousakan-ova,https://www.anisearch.com/anime/12241,,,,,https://kitsu.io/anime/40724,https://myanimelist.net/anime/35231,,,,,,https://twitter.com/kisekichosakan,,http://kisekichosakan.jp,,
Livechart (3030),Spring-2018,レイトン ミステリー探偵社~カトリーのナゾトキファイル~,Layton Mystery Tanteisha: Katri no Nazotoki File,Layton Mystery Detective Agency: Kat's Mystery-Solving Files,,,False,"(From Livechart)
The story is set in London and follows Katrielle as she solves mysteries with her talking dog Sherl.","Comedy, Kids, Mystery",08/04/2018 08:30 +0900,50,https://u.livechart.me/anime/poster_images/3030/01d6b5f4cf3f124903b04d86affeb4e5:small.jpg,LIDEN FILMS,,,http://anidb.net/a13497,,http://www.anime-planet.com/anime/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,https://www.anisearch.com/anime/12883,,,,,https://kitsu.io/anime/40578,https://myanimelist.net/anime/37023,,,,,https://www.youtube.com/watch?v=NE_DzSPNUP4,https://twitter.com/anime_layton,,https://www.layton-anime.jp,,
Livechart (3035),Spring-2018,鬼灯の冷徹 第弐期その弐,Hoozuki no Reitetsu 2nd Season Part II,Hozuki's Coolheadedness 2nd Season Part II,"Hozuki no Reitetsu 2nd Season, Houzuki no Reitetsu 2nd Season, Cool-headed Houzuki 2nd Season 2nd Season, Hoozuki no Reitetsu 2nd Season: Sono Ni",,False,"(From Livechart)
Continuation of the second season.","Comedy, Fantasy, Supernatural",08/04/2018 01:00 +0900,0,https://u.livechart.me/anime/poster_images/3035/ec9b4aa128005e407903bbc3a1a88d1d.png:small.jpg,Studio Deen,,,http://anidb.net/a13704,,,https://www.anisearch.com/anime/13163,,,,,https://kitsu.io/anime/14157,https://myanimelist.net/anime/37029,,,,,,https://twitter.com/hozuki_anime,,http://www.hozukino-reitetsu.com,,
Livechart (2955),Spring-2018,蒼天の拳 REGENESIS,Souten no Ken: Regenesis,Fist of the Blue Sky: Regenesis,,,False,"(From Livechart)
It is just before WWII, Kasumi Kenshiro hides as a quiet, absent-minded professor teaching literature at a small women's college in Tokyo. Once the 62nd Grand Master of Hokuto Shinken, ""God Fist of the North Star,"" and known has Yan Wang, or ""the King of Death,"" who preserved the peace in the ""City of Devils."" A fighter of thugs and drug dealers, Kasumi seeks anonymity and a quiet life until the death of his lover, and former brothers, forces him to return to Shanghai to fulfill his destiny and avenge the deaths of his associates.
(Source: Gutsoon! Entertainment)","Action, Historical, Martial Arts",10/04/2018 12:30 +0900,0,https://u.livechart.me/anime/poster_images/2955/808738032fbb0659fcce87bfc32fa796.png:small.jpg,Polygon Pictures,,,http://anidb.net/a13540,,http://www.anime-planet.com/anime/fist-of-the-blue-sky-regenesis,https://www.anisearch.com/anime/12949,,,,,https://kitsu.io/anime/13983,https://myanimelist.net/anime/36655,,,,,https://www.youtube.com/watch?v=Gp6z9UFmAak,https://twitter.com/soutenregenesis,,http://www.souten-regenesis.com,,
Livechart (416),Spring-2018,魔法少女リリカルなのは Reflection,Mahou Shoujo Lyrical Nanoha: Reflection,Magical Girl Lyrical Nanoha: Reflection,,,False,"(From Livechart)
In the story, a pair of researchers stay behind on their dying planet of Eltria with their two daughters, Amitie and Kirie, in hopes of finding a way to revive the planet. But when the husband Granz falls ill it seems their dream of reviving the planet will die. Against her older sister's wishes, Kirie sets off with her childhood friend Iris to seek help from a distant alternate world. They arrive in Japan on Earth to search for the key to their planet's regeneration. There, they meet Nanoha Takamachi, Fate T. Harlaown, and Hayate Yagami.
(Source: Anime News Network)","Action, Comedy, Drama, Magic, Super Power",11/04/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/416/8e5fb5b8772141fbce2da653ad072cfe.png:small.jpg,Seven Arcs,,,http://anidb.net/a9788,,http://www.anime-planet.com/anime/mahou-shoujo-lyrical-nanoha-the-movie-3rd-reflection,https://www.anisearch.com/anime/8494,,,,,https://kitsu.io/anime/8274,https://myanimelist.net/anime/17947,,,,,https://www.youtube.com/watch?v=8emDqgw3yTU,https://twitter.com/lyricalnanoha_,,http://www.nanoha.com,,
Livechart (2610),Spring-2018,劇場版 はいからさんが通る 後編 ～東京大浪漫～,Haikara-san ga Tooru Movie 2: Tokyo dai Roman,Here Comes Miss Modern Movie 2: Great Tokyo Romance,"Here Comes Ms. Modern Movie, Mademoiselle Anne Movie, Haikara-san Passes Movie, Here Comes Miss High-Collar Movie, Haikara-san ga Toru Movie, Here Comes Miss Modern Movie 1: Benio, Hana no 17-sai.",,False,"(From Livechart)
The manga is set in Tokyo in the Taishō era (1912-1926). The story follows Benio ""Haikara-san"" Hanamura, who lost her mother when she was very young and has been raised by her father, a high-ranking official in the Japanese army. As a result, she has grown into a tomboy -- contrary to traditional Japanese notions of femininity, she studies kendo, drinks sake, dresses in often outlandish-looking Western fashions instead of the traditional kimono, and is not as interested in housework as she is in literature. She also rejects the idea of arranged marriages and believes in a woman's right to a career and to marry for love.
Haikara-san's best friends are the beautiful Tamaki, who is much more feminine than Haikara-san but equally interested in women's rights, and Ranmaru, a young man who was raised to play female roles in the kabuki theater and as a result has acquired very effeminate mannerisms. Haikara-san's betrothed is Shinobu Ijūin, a second lieutenant in the army.
(Source: Anime News Network)","Comedy, Drama, Historical, Romance, Shoujo",01/01/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2610/dbbdfd8f324a6c806576a2b311f09d1d:small.jpg,Nippon Animation,,,http://anidb.net/a12149,,http://www.anime-planet.com/anime/haikara-san-ga-touru-kouhen-tokyo-dai-roman,https://www.anisearch.com/anime/11483,,,,,https://kitsu.io/anime/13892,https://myanimelist.net/anime/35228,,,,,,https://twitter.com/haikara_anime,,http://haikarasan.net,,
"Livechart (3020), Livechart (3020), Livechart (3020)",Spring-2018,サンリオ男子,Sanrio Danshi Specials,Sanrio Boys Specials,,,False,"(From Livechart)
Seven original anime shorts that will not air as part of the television anime's broadcast.
(From Livechart)
Seven original anime shorts that will not air as part of the television anime's broadcast.
(From Livechart)
Seven original anime shorts that will not air as part of the television anime's broadcast.",School,16/05/2018 00:00 +0900,7,https://u.livechart.me/anime/poster_images/3020/c7bc034012b636b48f0e288aa01c1d88.png:small.jpg,Studio Pierrot,,,,,,,,,,,,,,,,,,https://twitter.com/sdan_anime,,http://sdan-anime.com,,
Livechart (477),Spring-2018,機動戦士ガンダム THE ORIGIN,Kidou Senshi Gundam: The Origin,Mobile Suit Gundam: The Origin,"Kidou Senshi Gundam: The Origin,  Aoi Hitomi no Casval, Blue-eyed Casval, Kanashimi no Artesia, Artesia's Sorrow, Akatsuki no Houki, Dawn of Rebellion, Unmei no Zenya, Eve of Destiny, Clash at Loum",,False,"(From Livechart)
What was the tragedy that decided the fates of Char Aznable, the man later nicknamed the ""Red Comet"" as an ace pilot of the Zeon forces, and his sister Sayla Mass?
The two siblings' journeys, brought on by the sudden death of their father Zeon Zum Deikun who was a leader of the Spacenoids, are depicted in the four episodes of ""Chronicle of Char and Sayla.""
The Zabi family who seize control of Side 3 and lead the Principality of Zeon, the early days of many renowned Zeon ace pilots who later fight in the One Year War, the secrets of mobile suit development, conflicts with the Earth Federation Forces, and the road leading to the outbreak of war—all will be revealed.
(Source: official website via MyAnimeList)","Action, Mecha, Military, Sci-Fi, Shounen, Space",05/05/2018 00:00 +0900,6,https://u.livechart.me/anime/poster_images/477/32e4d5cb32fcc92e007b370dec8757fa:small.jpg,Sunrise,,,http://anidb.net/a8517,,http://www.anime-planet.com/anime/mobile-suit-gundam-the-origin,https://www.anisearch.com/anime/7192,,,,https://www.hulu.com/mobile-suit-gundam-the-origin,https://kitsu.io/anime/6415,https://myanimelist.net/anime/10937,,,,,https://www.youtube.com/watch?v=KwXulrMrrZU,https://twitter.com/G_THE_ORIGIN,,http://www.gundam-the-origin.net,,
Livechart (2717),Spring-2018,TIME DRIVER　僕らが描いた未来,Time Driver: Bokura ga Kaita Mirai,Time Driver: The Future We Draw,Anime Tamago 2018,,False,"(From Livechart)
Yuuto Matsubara is a 27-year-old man who works in the sales department of a major toy maker, but he isn't able to pursue his dreams, and he feels hollow every day. He's even given up on love with his childhood sweetheart Ai. One day a ""Time Driver"" robot that runs on the power of dreams appears in front of him, and he is forced into the cockpit against his will. Inside is a 12-year-old version of himself.
(Source: Anime News Network)",Mecha,10/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2717/33ce1a85eb37ab7f70fa4fa60e9c17b5.png:small.jpg,"Imagica Imageworks, Robot",,,http://anidb.net/a13211,,http://www.anime-planet.com/anime/time-driver-bokura-ga-kaita-mirai,https://www.anisearch.com/anime/12930,,,,,https://kitsu.io/anime/13975,https://myanimelist.net/anime/35680,,,,,https://www.youtube.com/watch?v=kOfmMkxStz0,,,http://animetamago.jp,,
Livechart (3062),Spring-2018,宇宙戦艦ヤマト2202　愛の戦士たち　第5章「煉獄篇」,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi Movie 5: Rengoku-hen,Star Blazers 2202: Warriors of Love Movie 5: Purgatory Chapter,Space Battleship Yamato 2202: Warriors of Love,,False,"(From Livechart)
No synopsis has been added to this title.","Action, Adventure, Drama, Military, Sci-Fi, Space",25/05/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/3062/38accef4837a6b081304300a9a3cbb28.png:small.jpg,Xebec,,,http://anidb.net/a12051,,,https://www.anisearch.com/anime/11350,,,,,https://kitsu.io/anime/12017,https://myanimelist.net/anime/33064,,,,,https://www.youtube.com/watch?v=2rcO1T0jE60,https://twitter.com/new_yamato_2199,,http://www.yamato2202.net,,
