ChartSource,Season,Japanese Title,Romaji Title,English Title,Additional Titles,Medium,Continuing,Renewal,Summary,Tags,StartDate,Episodes,Runtime,Images,Studios,Anidb,Anilist,Anime-Planet,Anisearch,Crunchyroll,Crunchyroll2,Funimation,Hidive,Kitsu,Mal,Mal Id,Netflix,Official Site,Official Site2,Preview,Twitter,Twitter2,Vrv,Watch,Website
"Livechart (9394), Anilist (http://anilist.co/anime/108713)",Fall-2020,おちこぼれフルーツタルト,Ochikobore Fruit Tart,Dropout Idol Fruit Tart,OchiFuru,TV,False,False,"(From Livechart)
The series follows a group of show business dropouts—rookie idol Sakura Ino, promising newcomer Midori Hemo, former child actor Sekino Roko, former model Maehara Nina and former musician Nukui Hayu—who all live in a dormitory together.
But when it’s revealed that the dorm is set to be demolished, manager Kajino Hoho has a plan: Start a new idol group called Fruit Tart with the girls, and pay off a hefty 100-milliion yen debt.
[Source: Funimation ]
Former showbiz stars Roko, Hayu, and Nina live together in a dormitory for dropout idol girls. As timing would have it, young dreamer Sakura happens to move in with the other girls just as an announcement is made to tear down the dorm due to a 100-million-yen debt!<br>
<br>
This leads to the unexpected formation of a new idol group called Fruit Tart. Their sole mission: earn some yen and stop the demolition.<br>
<br>
(Source: Funimation)","Music, Seinen, Slice of Life, Idol, Primarily Female Cast",2020-10-12T20:30:00+09:00,0,0,"https://u.livechart.me/anime/9394/poster_image/af932ee52b9ed2ba0393f2163e5ad2b5.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108713-6rHQTEA9ptyb.jpg",feel.,http://anidb.net/a14798,https://anilist.co/anime/108713,http://www.anime-planet.com/anime/ochikobore-fruit-tart,https://www.anisearch.com/anime/14311,,,,,https://kitsu.io/anime/42216,https://myanimelist.net/anime/39609,,,http://ochifuru-anime.com/,,/anime/9394/videos,https://twitter.com/ochifuru_anime,,,/anime/9394/streams,http://ochifuru-anime.com
"Livechart (9702), Anilist (http://anilist.co/anime/113652)",Fall-2020,『ヒプノシスマイク -Division Rap Battle-』Rhyme Anima,Hypnosis Mic: Division Rap Battle - Rhyme Anima,,"Hypnosis Microphone: Division Rap Battle - Rhyme Anima, HypMic, ヒプノシスマイク -Division Rap Battle- Rhyme Anima",TV,False,False,"(From Livechart)
In a world where women now dominate the government, the creation and use of weapons is strictly forbidden. However, by no means has conflict been brought to an end; instead of weapons, war is waged through words. With the power of the ""Hypnosis Mic,"" lyrics can affect one's opponent in various ways and cause real damage. Those in the divisions outside the women-only Chuou Ward thus use it for fierce rap battles as their weapon in the constant clash for territory.
[Source: Tokyo Otaku Mode]
After the war, women have taken over ruling politics in the Chuo ward and have banned and destroyed weapons. This has caused men to fight through rap battles using Hypnosis Mics, which can be used to affect people's sympathetic nerves and influence their thought process. However, the legendary rap group, The Dirty Dawg, has split up into four groups, each representing a division of Tokyo, Japan and are engaging in territorial battles using words and the HypMics.
<br>
<br>
(Source: Anime News Network)","Music, Primarily Male Cast, Gangs, Musical, Urban, Primarily Adult Cast, Ensemble Cast",2020-10-03T12:00:00+09:00,0,0,"https://u.livechart.me/anime/9702/poster_image/e511605d0636bb98847cc8d944827ef3.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113652-7WIsHy0qYgt1.png",A-1 Pictures,http://anidb.net/a15289,https://anilist.co/anime/113652,http://www.anime-planet.com/anime/hypnosis-mic-division-rap-battle-rhyme-anima,https://www.anisearch.com/anime/15089,,,,,https://kitsu.io/anime/42826,https://myanimelist.net/anime/40803,,,https://hypnosismic-anime.com/,,/anime/9702/videos,https://twitter.com/hypnosismic_RA,,,/anime/9702/streams,https://hypnosismic-anime.com
Livechart (10141),Fall-2020,TALES OF CRESTORIA-咎我ヲ背負いて彼は発つ-,Tales of Crestoria: Toga Waga o Shoite Kare wa Tatsu,Tales of Crestoria: The Wake of Sin,,TV SHORT,False,False,"(From Livechart)
Short animated promo video depicting the prologue of the main story of TALES OF CRESTORIA, showing Kanata and Misella setting off on their journey.
[Source: 876TV ]","Adventure, Fantasy, Magic",2020-10-18T19:00:00+09:00,0,0,https://u.livechart.me/anime/10141/poster_image/5adb12ed0df5468700afba0b50daa2c6.jpg?style=small&format=jpg,Kamikaze Douga,http://anidb.net/a15707,,,,,,,,,https://myanimelist.net/anime/42832,,,,,/anime/10141/videos,https://twitter.com/to_crestoria,,,/anime/10141/streams,https://crestoria.tales-ch.jp/anime/
Livechart (9580),Fall-2020,ギャルと恐竜,Gal to Kyouryuu,Gal & Dino,"Gal and Dinosaur, Gyaru to Kyouryuu, The Gal and the Dinosaur, My Roomie Is a Dino, Cô gái và Khủng long",TV,False,False,"(From Livechart)
※ NOTE: Postponed to fall 2020 after the seventh episode
After a night of drinking, Kaede wakes up realizing that in her drunken daze she had brought an unexpected guest home—a dinosaur! Kaede just goes with the flow and accepts her new living situation. Now she navigates her daily life while eating, watching TV, and shopping with her prehistoric roommate. Together, the duo enjoys each other’s company as they take on whatever the day brings.
[Source: Funimation ]","Comedy, Seinen, Slice of Life",2020-11-22T01:30:00+09:00,12,0,https://u.livechart.me/anime/9580/poster_image/d17d3426afca1f11229071728be3e6af.jpg?style=small&format=jpg,"Kamikaze Douga, Space Neko Company",http://anidb.net/a15072,https://anilist.co/anime/111323,http://www.anime-planet.com/anime/gyaru-to-kyouryuu,https://www.anisearch.com/anime/14604,,,,,https://kitsu.io/anime/42532,https://myanimelist.net/anime/40358,,,,,/anime/9580/videos,https://twitter.com/galkyo_info,,,/anime/9580/streams,http://galkyo.com
"Livechart (9508), Anilist (http://anilist.co/anime/110632)",Fall-2020,まえせつ!,Maesetsu!,Maesetsu! Opening Act,"MAESETSU! - Opening Act-, まえせつ！",TV,False,False,"(From Livechart)
When four hardworking friends pair up to chase their dream of becoming professional stand-up comedians, they quickly find out that being funny is seriously difficult!
Join Fubuki, Mafuyu, Rin, Nayuta, and the rest of their hilarious pals as they overcome obstacles on the journey to achieving their ultimate goal: performing live at the Namba Grand Kagetsu!
[Source: Funimation ]
When four hardworking friends pair up to chase their dream of becoming professional stand-up comedians, they quickly find out that being funny is seriously difficult!<br>
<br>
Join Fubuki, Mafuyu, Rin, Nayuta, and the rest of their hilarious pals as they overcome obstacles on the journey to achieving their ultimate goal: performing live at the Namba Grand Kagetsu!<br>
<br>
(Source: Funimation)","Comedy, Slice of Life, Female Protagonist, Primarily Female Cast",2020-10-04T22:30:00+09:00,0,0,"https://u.livechart.me/anime/9508/poster_image/d763f963f5fdf05444248231058a3318.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110632-WxTfHGRIZ4BJ.jpg","Studio Gokumi, AXsiZ",http://anidb.net/a14996,https://anilist.co/anime/110632,http://www.anime-planet.com/anime/maesetsu,https://www.anisearch.com/anime/14503,,,,,https://kitsu.io/anime/42444,https://myanimelist.net/anime/40085,,,https://maesetsu.jp/,,/anime/9508/videos,https://twitter.com/maesetsu_anime,,,/anime/9508/streams,https://maesetsu.jp
Livechart (9628),Fall-2020,メジャーセカンド 第2シリーズ,Major 2nd Second Series,MAJOR SECOND Season 2,,TV,False,False,"(From Livechart)
※ NOTE: Second season of ""Major 2nd""
No synopsis has been added to this title.","Comedy, Drama, Shounen, Sports",2020-10-01T00:00:00+09:00,25,0,https://u.livechart.me/anime/9628/poster_image/4c067ec9025930fa1fe4d30380457c03.png?style=small&format=jpg,OLM,http://anidb.net/a15133,https://anilist.co/anime/112302,,https://www.anisearch.com/anime/14675,http://www.crunchyroll.com/major-2nd,,,,https://kitsu.io/anime/43109,https://myanimelist.net/anime/40504,,,,,/anime/9628/videos,https://twitter.com/major2nd_tv,,,/anime/9628/streams,https://www.shopro.co.jp/tv/major2nd/
"Livechart (9876), Anilist (http://anilist.co/anime/117086)",Fall-2020,ぐらぶるっ！,Guraburu!,,Grand Blues!,TV SHORT,False,False,"(From Livechart)
No synopsis has been added to this title.
Anime adaptation of Guraburu!, the 4-koma comedy manga of Granblue Fantasy.","Comedy, Fantasy",2020-10-08T20:54:00+09:00,0,0,"https://u.livechart.me/anime/9876/poster_image/58597944069ed629350ed969aad79790.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx117086-5ZF0aUiKRugq.jpg","W-Toon Studio, DMM.futureworks",http://anidb.net/a15483,https://anilist.co/anime/117086,http://www.anime-planet.com/anime/guraburu,https://www.anisearch.com/anime/15144,,,,,https://kitsu.io/anime/43102,https://myanimelist.net/anime/41574,,,https://guraburu.granbluefantasy.jp/,,/anime/9876/videos,https://twitter.com/granbluefantasy,,,,https://guraburu.granbluefantasy.jp
Livechart (10061),Fall-2020,エタニティ　～深夜の濡恋(ぬれこい)ちゃんねる♡～,Eternity: Shinya no Nurekoi Channel♡,,"Eternity: Nurekoi Sweet Love Story, Eternity ~Late Night Wet Love Channel~, Kimi ga Suki Dakara, Because I Like You, Dekiai Days, Doting Days, Ai Sareru no Mo Oshigoto Desu ka?!, Is Being Loved Also Part of the Job?!, Machikogareta Happy End, The Long-Awaited Happy Ending, Noraneko wa Ai ni Oboreru, Drowning the Stray Cat in Love, Bousou Propose wa Goku Ama Shitate, The Reckless Proposal Dressed Up in Sweetness, Purin no Tanaka-san wa Kedamono., Tanaka-san With the Pudding is a Beast, Reikoku CEO wa Hisho ni Oboreru ka?, Will the Cold-Hearted CEO Fall Head Over Heels for the Secretary?, Soumubu no Maruyama-san, Ikemen Shachou ni Dekiai Sareru, The Handsome President Dotes on Maruyama from General Affairs, 152-senchi 62-kilo no Koibito, The 152cm Tall, 62kg Lover, Watashi to Kare no Omiai Jijou, The Formal Marraige Situation Between Me and Him, 4-ban Me no Iinazuke Kouho, The Fourth Fiance Candidate",TV,False,False,"(From Livechart)
Anime adapting 12 works from AlphaPolis' ""Eternity Books"" romance label for adult women.","Ecchi, Romance",2020-10-05T01:05:00+09:00,12,0,https://u.livechart.me/anime/10061/poster_image/6f14628d42057c62605d2fb9edb89d3b.png?style=small&format=jpg,Seven,http://anidb.net/a15630,,http://www.anime-planet.com/anime/eternity-shinya-no-nurekoi-channel,,,,,,https://kitsu.io/anime/43320,https://myanimelist.net/anime/42414,,,,,/anime/10061/videos,https://twitter.com/Eternity_Anime,,,,https://eternity-nurechan.com
Livechart (3378),Fall-2020,アイドリッシュセブン Second BEAT!,IDOLiSH7: Second BEAT!,,"Idolish Seven 2, アイドリッシュセブン 2",TV,False,False,"(From Livechart)
A group of aspiring idols gather at Takanashi Productions and are entrusted with the company's future. The seven men who have just met represent a variety of totally different personalities. However, they each have their own charm and possess unknown potential as idols. Forming a group, they take their first step together as ""IDOLiSH7."" Their brilliantly shining dancing forms onstage eventually begin captivating the hearts of the people. In the glorious but sometimes harsh world of idols, they aim for the top with dreams in their hearts!
[Source: Crunchyroll ]","Music, Shoujo",2020-10-18T22:00:00+09:00,15,0,https://u.livechart.me/anime/3378/poster_image/2be6ed7cacfc6f5df496cafec6c35a89.png?style=small&format=jpg,TROYCA,http://anidb.net/a14202,https://anilist.co/anime/103110,http://www.anime-planet.com/anime/idolish-7-2nd-season,https://www.anisearch.com/anime/13736,http://www.crunchyroll.com/idolish7,,,,https://kitsu.io/anime/42453,https://myanimelist.net/anime/37962,,,,,/anime/3378/videos,https://twitter.com/ID7_anime,,,/anime/3378/streams,http://idolish7.com/aninana/
"Livechart (10150), Anilist (http://anilist.co/anime/124028)",Fall-2020,それだけがネック,Sore dake ga Neck,,,TV,False,False,"(From Livechart)
Original anime with a theme of ""communication"" centering on the employees of a convenience store that you'd find anywhere, including the ""protagonist with many mysteries"" Mutou.
[Source: Anime News Network ]
",Mystery,2020-10-13T02:30:00+09:00,0,0,"https://u.livechart.me/anime/10150/poster_image/2ed82b9ce1e56c2aeb5f455575e5a9fd.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx124028-spaw5xuMufEZ.jpg",TIA,http://anidb.net/a15727,https://anilist.co/anime/124028,http://www.anime-planet.com/anime/sore-dake-ga-neck,https://www.anisearch.com/anime/15536,,,,,https://kitsu.io/anime/43549,https://myanimelist.net/anime/42883,,,http://soredakega-neck.com/,,,https://twitter.com/soredakega_neck,,,,http://soredakega-neck.com
"Livechart (9567), Anilist (http://anilist.co/anime/111145)",Fall-2020,A3! SEASON AUTUMN ＆ WINTER,A3! Season Autumn & Winter,,"Act! Addict! Actors, A3!  Season Autumn & Winter, A3! 2nd Season, A3! 第2期, A3!(エースリー), Act! Addict! Actors! Season Autumn & Winter, A3! SEASON AUTUMN & WINTER",TV,False,False,"(From Livechart)
※ NOTE: Second cour of ""A3!""
Mankai Company is a far cry from its glory days as an all-male theater. With only one member left and debt collectors at the door, it’s no wonder Izumi Tachibana finds herself in over her head when she boldly confronts the Yakuza’s loan sharks, promising to bring her father’s theater back into the spotlight.
She might be able to recruit enough talent, but can they bloom into the actors she needs?
[Source: Funimation ]
Mankai Company is a far cry from its glory days as an all-male theater. With only one member left and debt collectors at the door, it’s no wonder Izumi Tachibana finds herself in over her head when she boldly confronts the Yakuza’s loan sharks, promising to bring her father’s theater back into the spotlight.<br>
<br>
She might be able to recruit enough talent, but can they bloom into the actors she needs?<br>
<br>
(Source: Funimation)","Music, Ensemble Cast, Primarily Male Cast, Delinquents, Primarily Adult Cast, Yakuza, Female Protagonist",2020-10-13T12:00:00+09:00,12,0,"https://u.livechart.me/anime/9567/poster_image/47e53ef085193f97fca8ba0e6c118fe8.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx111145-LjRyRlebCbg1.jpg","3Hz, P.A. Works",http://anidb.net/a15048,https://anilist.co/anime/111145,http://www.anime-planet.com/anime/a3-season-autumn-and-winter,https://www.anisearch.com/anime/14564,,,,,https://kitsu.io/anime/42508,https://myanimelist.net/anime/40272,,,,,,https://twitter.com/mankai_anime,,,/anime/9567/streams,https://www.a3-animation.jp/
"Livechart (9783), Anilist (http://anilist.co/anime/115069)",Fall-2020,D4DJ　First Mix,D4DJ First Mix,,"Dig Delight Direct Drive DJ First Mix, D4DJ First Mix, Dig Delight Direct Drive DJ",TV,False,False,"(From Livechart)
Having moved back to Japan from abroad, Rinku Aimoto transfers to Yoba Academy where DJing is popular. She is deeply moved by a DJ concert she sees there, and decides to form a unit of her own with Maho Akashi, Muni Ohnaruto, and Rei Togetsu.
While interacting with the other DJ units like Peaky P-key and Photon Maiden, Rinku and her friends aim for the high stage!
[Source: Funimation ]
Having moved back to Japan from abroad, Rinku Aimoto transfers to Yoba Academy where DJing is popular. She is deeply moved by a DJ concert she sees there, and decides to form a unit of her own with Maho Akashi, Muni Ohnaruto, and Rei Togetsu.<br>
<br>
While interacting with the other DJ units like Peaky P-key and Photon Maiden, Rinku and her friends aim for the high stage!<br>
<br>
(Source: Funimation)","Music, Primarily Female Cast, School",2020-10-30T22:00:00+09:00,0,0,"https://u.livechart.me/anime/9783/poster_image/37ca38083d39ea01011811cef72f31c0.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx115069-6sd9Makf6KiI.png",Sanzigen,http://anidb.net/a14815,https://anilist.co/anime/115069,http://www.anime-planet.com/anime/d4dj,https://www.anisearch.com/anime/14363,http://www.crunchyroll.com/d4dj-first-mix,,,,https://kitsu.io/anime/43557,https://myanimelist.net/anime/39681,,,https://anime.d4dj-pj.com/,,,https://twitter.com/D4DJ_pj,https://twitter.com/d4dj_pj_en,,/anime/9783/streams,https://anime.d4dj-pj.com
"Livechart (10058), Anilist (http://anilist.co/anime/120851)",Fall-2020,おそ松さん 第3期,Osomatsu-san 3rd Season,Mr. Osomatsu 3rd Season,", Mr. Osomatsu 3, おそ松さん 3",TV,False,False,"(From Livechart)
No synopsis has been added to this title.
The third season of <i>Osomatsu-san</i>. ","Comedy, Parody, Primarily Male Cast, Primarily Adult Cast, Slapstick, Episodic, Twins, Surreal Comedy",2020-10-13T01:30:00+09:00,0,0,"https://u.livechart.me/anime/10058/poster_image/f0b03788b5541ca75b4fe15646b8a71b.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120851-94u8CMlI599g.jpg",Studio Pierrot,http://anidb.net/a15627,https://anilist.co/anime/120851,http://www.anime-planet.com/anime/mr-osomatsu-3rd-season,https://www.anisearch.com/anime/15381,,,,,https://kitsu.io/anime/43551,https://myanimelist.net/anime/42391,,,,,/anime/10058/videos,https://twitter.com/osomatsu_PR,,,,https://osomatsusan.com/
"Livechart (9207), Anilist (http://anilist.co/anime/105244)",Fall-2020,ツキウタ。THE ANIMATION 2,Tsukiuta. The Animation 2,,"ツキアニ。2, TsukiAni. 2, ツキウタ。 THE ANIMATION 2",TV,False,False,"(From Livechart)
No synopsis has been added to this title.
The second season of <i>Tsukiuta</i>.",Music,2020-10-07T21:30:00+09:00,0,0,"https://u.livechart.me/anime/9207/poster_image/fa31cbaa861e2c6fd4a5caa26b656db1.png?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx105244-tKUs3yQEzcr0.png",Children's Playground Entertainment,http://anidb.net/a14485,https://anilist.co/anime/105244,http://www.anime-planet.com/anime/tsukiuta-the-animation-2,https://www.anisearch.com/anime/14095,,,,,https://kitsu.io/anime/43558,https://myanimelist.net/anime/38669,,,http://www.tsukiani.com/,,,https://twitter.com/tsukiani_info,,,,http://www.tsukiani.com
Livechart (9792),Fall-2020,別冊　オリンピア・キュクロス,Bessatsu Olympia Kyklos,Extra Olympia Kyklos,Olympic Circle,TV SHORT,False,False,"(From Livechart)
Demetrios was a young man in Ancient Greece who was a potter's apprentice, but also a rather timid otaku. Despite pursuing the arts, he was blessed with natural athletic talent.
One day, he gets dragged into a village conflict. Demetrios contemplates how helpless he is, but then is struck by lightning! When he comes to, he is no longer in Greece, but a strange land where he can't understand the language and people look rather different.
Yes, he somehow ended up 1964 Tokyo! Of course, Demetrios has no idea what Japan even is. What will become of him?!
[Source: Crunchyroll ]","Comedy, Historical, Seinen, Slice of Life, Sports",2020-10-12T20:54:00+09:00,24,0,https://u.livechart.me/anime/9792/poster_image/8f7a3545c409cf430324145a65da472c.jpg?style=small&format=jpg,nobishiro lab,http://anidb.net/a15390,https://anilist.co/anime/115186,http://www.anime-planet.com/anime/olympia-kyklos,https://www.anisearch.com/anime/14989,http://www.crunchyroll.com/extra-olympia-kyklos,,,,https://kitsu.io/anime/43069,https://myanimelist.net/anime/41266,,,,,/anime/9792/videos,https://twitter.com/bessatsuolympia,,,/anime/9792/streams,http://bessatsu-olympia-kyklos.com
"Livechart (9847), Anilist (http://anilist.co/anime/116700)",Fall-2020,犬と猫どっちも飼ってると毎日たのしい,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,"With a Dog AND a Cat, Every Day is Fun",I Enjoy Raising Both a Dog and a Cat Every Day,TV,False,False,"(From Livechart)
A hard-working way-too-cute dog and a scary-faced but lovable cat. Living with them makes every day fun. Their owner's days are filled with laughter and sentiment. Are you a cat-lover? A dog-lover? Or both? This anime is a present for the people out there who love both dogs and cats so much they can't choose.
[Source: Crunchyroll ]
A hard-working way-too-cute dog and a scary-faced but lovable cat. Living with them makes every day fun. Their owner's days are filled with laughter and sentiment. Are you a cat-lover? A dog-lover? Or both? This anime is a present for the people out there who love both dogs and cats so much they can't choose.<br>
<br>
(Source: Crunchyroll)","Comedy, Slice of Life",2020-10-03T01:50:00+09:00,24,0,"https://u.livechart.me/anime/9847/poster_image/17c298b44ab9224d80667133762adc17.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx116700-bpGGejqoLeNG.jpg",Team Till Dawn,http://anidb.net/a15297,https://anilist.co/anime/116700,http://www.anime-planet.com/anime/inu-to-neko-docchi-mo-katteru-to-mainichi-tanoshii,https://www.anisearch.com/anime/15096,http://www.crunchyroll.com/with-a-dog-and-a-cat-every-day-is-fun,,,,https://kitsu.io/anime/43550,https://myanimelist.net/anime/40833,,,https://dog-and-cat.com/,,/anime/9847/videos,https://twitter.com/tva_dog_and_cat,,,/anime/9847/streams,https://dog-and-cat.com
Livechart (9655),Fall-2020,ヒーリングっど♡プリキュア,Healin' Good♡Precure,Healin' Good Pretty Cure,,TV,False,False,"(From Livechart)
The secret world ""Healing Garden"" has been healing the Earth. One day, Villains called ""Byogens"" attack Healing Garden with the goal to destroy Earth, which is now in big trouble! In order to save Earth, three ""Earth doctor trainee"" Healing Animals escape from Healing Garden to look for their partners. Along with them is Latte, the princess of Healing Garden, who holds a special power. When three ordinary girls meet the Healing Animals, they are transformed into Pretty Cures in order to face and defeat the Byogens. After Latte runs out of energy when she detects the Byogens' attacks, the Pretty Cures work together to protect Latte and everything that lives on the precious planet Earth. Now, let's start the Pretty Cure Operation!
[Source: Crunchyroll]","Action, Fantasy, Magic, Shoujo",2020-10-01T00:00:00+09:00,0,0,https://u.livechart.me/anime/9655/poster_image/f2ef60d6b40b88356c81ab6daa765a29.webp?style=small&format=jpg,Toei Animation,http://anidb.net/a15231,https://anilist.co/anime/112748,http://www.anime-planet.com/anime/healin-good-pretty-cure,https://www.anisearch.com/anime/14880,http://www.crunchyroll.com/healin-good-pretty-cure,,,,https://kitsu.io/anime/42650,https://myanimelist.net/anime/40610,,,,,/anime/9655/videos,,,,/anime/9655/streams,http://www.toei-anim.co.jp/tv/healingood_precure/
Livechart (10038),Fall-2020,ふしぎ駄菓子屋 銭天堂,Fushigi Dagashiya Zenitendou,,,TV SHORT,False,False,"(From Livechart)
The novel series' story centers on the mysterious candy and snack shop Zenitendou, which only lucky people can find. The shop's proprietor is a woman named Beniko, and she can recommend the perfect candy for each person's troubles. However, things might not turn out as hoped if people eat or use the confections incorrectly. Whether Beniko's sweets bring fortune or misfortune is up to the people who receive them.
[Source: Anime News Network ]","Comedy, Kids, Mystery",2020-09-08T17:45:00+09:00,0,0,https://u.livechart.me/anime/10038/poster_image/9e4a6859240fa66fbb9b3788fe30737b.png?style=small&format=jpg,"Toei Animation, Kanaban Graphics",http://anidb.net/a15608,https://anilist.co/anime/120325,http://www.anime-planet.com/anime/fushigi-dagashiya-zenitendou,https://www.anisearch.com/anime/15369,,,,,https://kitsu.io/anime/43256,https://myanimelist.net/anime/42295,,,,,/anime/10038/videos,,,,,https://www6.nhk.or.jp/anime/program/detail.html?i=zenitendo
Livechart (10120),Fall-2020,かえるのピクルス - きもちのいろ -,Kaeru no Pickles: Kimochi no Iro,Pickles the Frog: The Color of Feeling,,TV,False,False,"(From Livechart)
Anime based on Nakajima Corporation's ""Pickles the Frog"" character.",Slice of Life,2020-10-04T09:55:00+09:00,12,0,https://u.livechart.me/anime/10120/poster_image/d1d69a5aaa9d6d60378fda3294c2fbcd.png?style=small&format=jpg,Sunny Gapen,http://anidb.net/a15696,,http://www.anime-planet.com/anime/kaeru-no-pickles-kimochi-no-iro,,,,,,,https://myanimelist.net/anime/42717,,,,,/anime/10120/videos,https://twitter.com/pickles_anime,,,,https://pickles-anime.com
"Livechart (10071), Anilist (http://anilist.co/anime/121567)",Fall-2020,せいぜいがんばれ！魔法少女くるみ 第3期,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,,"Do Your Best Magical Girl Kurumi 3rd Season, せいぜいがんばれ！魔法少女くるみ 3",TV,False,False,"(From Livechart)
No synopsis has been added to this title.
The third season of <i>Seizei Ganbare! Mahou Shoujo Kurumi</i>.","Comedy, Magic",2020-10-07T22:54:00+09:00,0,0,"https://u.livechart.me/anime/10071/poster_image/6c0eddeb386cce9fa4fc40e9a4d332cb.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121567-pkDcX5mRucwQ.jpg",Pie in the sky,http://anidb.net/a15639,https://anilist.co/anime/121567,http://www.anime-planet.com/anime/seizei-gambare-mahou-shoujo-kurumi-3rd-season,https://www.anisearch.com/anime/15400,,,,,,https://myanimelist.net/anime/42482,,,https://www.seizeiganbare.jp/,,/anime/10071/videos,https://twitter.com/seizei_kurumi,,,,http://www.seizeiganbare.jp
"Livechart (10084), Anilist (http://anilist.co/anime/122632)",Fall-2020,最響カミズモード！,Saikyo Kamizmode!,,,ONA,False,False,"(From Livechart)
The franchise has a theme of sumo, taiko drumming, and music. Characters in the franchise will have both a ""sumode"" and a ""kamizmode,"" and can transform between them. Characters in the franchise will battle to become a yokozuna.
[Source: Anime News Network ]
","Action, Game, Kids",2020-10-01T00:00:00+09:00,0,0,"https://u.livechart.me/anime/10084/poster_image/d8f06d572f931161f3d3bc80faa17fc6.jpg?style=small&format=jpg, https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx122632-nwu9D6gnbThG.jpg","BN Pictures, Bandai Namco Pictures",http://anidb.net/a15651,https://anilist.co/anime/122632,http://www.anime-planet.com/anime/saikyou-kamizmode,,,,,,https://kitsu.io/anime/43560,https://myanimelist.net/anime/42522,,,,,/anime/10084/videos,https://twitter.com/kamizmode,,,/anime/10084/streams,http://kamizmode-anime.com/
Livechart (10080),Fall-2020,アニメ カピバラさん,Anime Kapibara-san,Animation KAPIBARASAN,Anime Mr. Capybara,TV,False,False,"(From Livechart)
※ NOTE: Airs in TV Tokyo's Kinder TV variety program
The series follows the daily adventures of Kapibarasan and his animal friends as they chill out among the Midorino Grasslands.
[Source: Crunchyroll ]","Comedy, Kids, Slice of Life",2020-10-09T07:30:00+09:00,0,0,https://u.livechart.me/anime/10080/poster_image/2f17be735127967913decb90f360f1ca.png?style=small&format=jpg,"Shin-Ei Animation, Lesprit",,https://anilist.co/anime/121799,http://www.anime-planet.com/anime/kapibarasan,,,,,,https://kitsu.io/anime/43431,https://myanimelist.net/anime/42514,,,,,/anime/10080/videos,https://twitter.com/FROM_TRYWORKS,,,,https://anime-kapibarasan.com
Livechart (10113),Fall-2020,秘密結社 鷹の爪 ～ゴールデン・スペル～,Himitsu Kessha Taka no Tsume: Golden Spell,,Secret Society Eagle Talon: Golden Spell,TV SHORT,False,False,"(From Livechart)
The new anime's story begins when the Eagle Talon organization successfully discovers the ancient ""Golden Spell,"" which allows one to control people's will with a single word. However, the spell and the program that is developing it are stolen. The anime will once again comment on current events in a comedic way. Unlike previous series which had self-contained stories for individual episodes, the new anime's story arc will unfold over the course of the 12-episode run.
[Source: Anime News Network ; emended]","Comedy, Parody",2020-10-05T01:00:00+09:00,12,0,https://u.livechart.me/anime/10113/poster_image/b9b4cfee496fd25eefa257e597329220.png?style=small&format=jpg,DLE,,,http://www.anime-planet.com/anime/himitsukessha-taka-no-tsume-golden-spell,,,,,,,https://myanimelist.net/anime/42657,,,,,/anime/10113/videos,https://twitter.com/_takanotsume_,,,,http://xn--u9j429qiq1a.jp/
Livechart (10002),Fall-2020,耐え子の日常,Taeko no Nichijou 2,Taeko's Everyday Life 2,"Taeko no Nichijou (2020), Taeko's Everyday Life (2020)",TV SHORT,False,False,"(From Livechart)
No synopsis has been added to this title.",Slice of Life,2020-10-01T00:00:00+09:00,0,0,https://u.livechart.me/anime/10002/poster_image/8d4bf635049722f24dfbcd976777a4ff.png?style=small&format=jpg,DLE,http://anidb.net/a15581,,,,,,,,https://kitsu.io/anime/43561,https://myanimelist.net/anime/42090,,,,,,https://twitter.com/OLtaeko,,,,https://s.mxtv.jp/anime/taeko/
